Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,671,0,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 6}]","{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",0,1,1
12,3053,0,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 12}]",,0,1,1
18,3784,0,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 18}]",,0,1,1
24,8983,0,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 24}]",,0,1,1
30,3633,17,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 30}]",,0,1,1
36,5644,15,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 36}]",,0,1,1
42,9680,18,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 42}]",,0,1,1
48,5086,81,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 48}]",,0,1,1
54,6403,82,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 54}]",,0,1,1
60,8749,90,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 60}]",,0,1,1
66,5277,91,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 66}]",,0,1,1
72,2021,41,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 72}]",,0,1,1
78,479,41,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 78}]",,0,1,1
84,4903,41,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 84}]",,0,1,1
90,7911,84,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 90}]",,0,1,1
96,2747,75,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 96}]",,0,1,1
102,8012,73,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 102}]",,0,1,1
108,2232,48,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 108}]",,0,1,1
114,6758,45,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 114}]",,0,1,1
120,8311,37,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 120}]",,0,1,1
126,8117,51,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 126}]",,0,1,1
132,2546,33,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 132}]",,0,1,1
138,5879,65,0,"[{'situation': 'FloodedBuilding', 'object': 'Crossroad', 'coders': 138}]",,0,1,1
