Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,8139,0,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 6}]","{'situation': 'PanickedPeople', 'object': 'YoungPerson'}",0,1,1
12,7497,10,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 12}]",,0,1,1
18,1180,0,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 18}]",,0,1,1
24,3781,0,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 24}]",,0,1,1
30,7587,0,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 30}]",,0,1,1
36,9939,0,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 36}]",,0,1,1
42,5050,15,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 42}]",,0,1,1
48,3510,12,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 48}]",,0,1,1
54,1395,24,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 54}]",,0,1,1
60,9730,30,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 60}]",,0,1,1
66,7581,30,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 66}]",,0,1,1
72,4120,31,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 72}]",,0,1,1
78,5497,34,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 78}]",,0,1,1
84,7704,37,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 84}]",,0,1,1
90,4327,24,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 90}]",,0,1,1
96,6871,21,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 96}]",,0,1,1
102,3492,27,0,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 102}]",,0,1,1
108,4234,4,1,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 102}, {'situation': 'PanickedPeople', 'object': 'People', 'coders': 6}]",,1,1,0.789
114,5163,39,1,"[{'situation': 'PanickedPeople', 'object': 'YoungPerson', 'coders': 108}, {'situation': 'PanickedPeople', 'object': 'People', 'coders': 6}]",,0,1,0.8
