dir_obs_lats
0
0
0
0
3
0
4
0
6
7
0
6
0
9
10
11
12
12
12
14
3
12
0
8
18
18
15
18
18
19
19
20
21
21
21
24
21
25
26
27
27
27
30
30
30
24
27
30
31
31
33
27
8
35
36
37
37
22
38
23
32
45
45
45
42
