Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
15,71,9,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 15}]","{'situation': 'CollapsedBuilding', 'object': 'House'}",0,1,1
21,4649,9,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 21}]",,0,1,1
27,2380,7,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 27}]",,0,1,1
33,2354,6,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 33}]",,0,1,1
39,732,15,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 39}]",,0,1,1
45,1758,15,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 45}]",,0,1,1
51,1184,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 51}]",,0,1,1
57,1421,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 57}]",,0,1,1
63,3953,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 63}]",,0,1,1
69,4587,15,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 63}, {'situation': 'EmergencyBuilding', 'object': 'House', 'coders': 6}]",,1,1,0.68
75,1509,16,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 69}, {'situation': 'EmergencyBuilding', 'object': 'House', 'coders': 6}]",,0,1,0.704
81,266,12,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 75}, {'situation': 'EmergencyBuilding', 'object': 'House', 'coders': 6}]",,0,1,0.724
87,502,21,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 81}, {'situation': 'EmergencyBuilding', 'object': 'House', 'coders': 6}]",,0,1,0.742
