Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
15,10,26,0,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 15}]","{'situation': 'PanickedPeople', 'object': 'Students'}",0,1,1
21,3776,0,0,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 21}]",,0,1,1
27,2651,0,0,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 27}]",,0,1,1
33,633,0,0,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 33}]",,0,1,1
39,4755,25,0,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 39}]",,0,1,1
45,4042,3,0,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 45}]",,0,1,1
51,435,3,1,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 45}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 6}]",,1,1,0.581
57,2087,3,1,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 51}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.62
63,3321,3,1,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 57}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.653
69,1479,6,1,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 63}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.68
75,883,26,1,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 69}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.704
81,2362,27,1,"[{'situation': 'PanickedPeople', 'object': 'Students', 'coders': 75}, {'situation': 'PanickedPeople', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.724
