Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,8410,7,0,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 6}]","{'situation': 'CollapsedBuilding', 'object': 'House'}",0,1,1
12,2546,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,1,0,-0.045
18,2598,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,0,0.085
24,6758,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 18}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.234
30,5644,3,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 24}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.349
36,114,9,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 30}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.437
42,6815,9,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 36}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.504
48,2232,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 42}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.558
54,5879,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 48}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.601
60,3053,6,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 54}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.637
66,3784,6,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 60}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.667
72,7739,25,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 66}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.692
78,1793,30,1,"[{'situation': 'CollapsedBuilding', 'object': 'House', 'coders': 72}, {'situation': 'EmergencyBuilding', 'object': 'Building', 'coders': 6}]",,0,1,0.714
