Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
15,34,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 15}]","{'situation': 'BlockedBuilding', 'object': 'Students'}",0,1,1
21,1953,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 21}]",,0,1,1
27,5779,0,0,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 27}]",,0,1,1
33,7601,0,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 27}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,1,1,0.396
39,7726,0,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 33}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.472
45,8512,0,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 39}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.533
51,4496,3,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 45}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.581
57,8536,3,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 51}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.62
63,3543,6,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 57}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.653
69,4291,9,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 63}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.68
75,7411,15,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 69}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.704
81,8682,0,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 75}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.724
87,1977,10,1,"[{'situation': 'BlockedBuilding', 'object': 'Students', 'coders': 81}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.742
