Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
15,10,0,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 15}]","{'situation': 'PanickedPeople', 'object': 'OldPerson'}",0,1,1
21,6309,11,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 21}]",,0,1,1
27,5831,4,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 27}]",,0,1,1
33,6432,5,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 33}]",,0,1,1
39,7375,5,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 39}]",,0,1,1
45,6603,0,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 45}]",,0,1,1
51,6748,0,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 51}]",,0,1,1
57,8106,0,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 57}]",,0,1,1
63,8212,20,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 63}]",,0,1,1
69,4065,9,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 69}]",,0,1,1
75,8190,16,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 75}]",,0,1,1
81,2960,10,0,"[{'situation': 'PanickedPeople', 'object': 'OldPerson', 'coders': 81}]",,0,1,1
