Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,769,0,0,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 6}]","{'situation': 'FloodedBuilding', 'object': 'BakeryShop'}",0,1,1
12,7742,0,0,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 12}]",,0,1,1
18,8700,0,0,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 18}]",,0,1,1
24,8886,0,1,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 18}, {'situation': 'EmergencyBuilding', 'object': 'BakeryShop', 'coders': 6}]",,1,1,0.234
30,3092,13,1,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 24}, {'situation': 'EmergencyBuilding', 'object': 'BakeryShop', 'coders': 6}]",,0,1,0.349
36,2458,0,1,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 30}, {'situation': 'EmergencyBuilding', 'object': 'BakeryShop', 'coders': 6}]",,0,1,0.437
42,322,0,1,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 36}, {'situation': 'EmergencyBuilding', 'object': 'BakeryShop', 'coders': 6}]",,0,1,0.504
48,2857,0,1,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 42}, {'situation': 'EmergencyBuilding', 'object': 'BakeryShop', 'coders': 6}]",,0,1,0.558
54,8606,3,1,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 48}, {'situation': 'EmergencyBuilding', 'object': 'BakeryShop', 'coders': 6}]",,0,1,0.601
60,8109,9,1,"[{'situation': 'FloodedBuilding', 'object': 'BakeryShop', 'coders': 54}, {'situation': 'EmergencyBuilding', 'object': 'BakeryShop', 'coders': 6}]",,0,1,0.637
