sent_to_db_loop
0
0
0
0
0
3
3
3
3
3
3
3
3
6
6
6
9
10
10
12
12
12
12
13
13
13
15
15
15
15
15
15
16
18
18
18
18
19
19
20
21
22
22
23
23
23
23
23
24
24
24
24
24
24
24
24
25
25
25
25
25
27
27
27
