dir_obs_lats
0
0
0
0
0
3
3
3
0
3
3
3
3
6
6
6
9
5
10
12
12
0
12
13
13
13
9
15
15
15
15
15
8
18
18
18
18
19
19
20
21
22
22
0
23
23
23
23
24
24
24
24
24
24
24
24
25
25
25
25
25
27
27
27
