event,latency
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1359
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1349
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1339
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1315
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1309
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",1291
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1656
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1626
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1596
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1586
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1576
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1566
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1556
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1516
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1476
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1466
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1436
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1426
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1416
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1386
"{'situation': 'MildlyInjuredPeople', 'object': 'Family'}",1346
"{'situation': 'PanickedPeople', 'object': 'Crossroad'}",1267
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1015
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1052
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",978
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",972
"{'situation': 'TrafficJam', 'object': 'School'}",809
"{'situation': 'TrafficJam', 'object': 'School'}",799
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1575
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1565
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1555
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1539
"{'situation': 'TrafficJam', 'object': 'MiddleAgePerson'}",1451
"{'situation': 'BlockedByDebris', 'object': 'Family'}",1540
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1314
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1181
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1165
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",937
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",912
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",868
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",1064
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",1050
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",1032
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",1018
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",988
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",980
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",966
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",958
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",887
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",905
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",835
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",671
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",685
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",679
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",819
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",635
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",825
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",775
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",761
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",725
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",655
"{'situation': 'MildlyInjuredPeople', 'object': 'Street'}",457
"{'situation': 'CollapsedBuilding', 'object': 'Family'}",160
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",37
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",29
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",33
"{'situation': 'BlockedBuilding', 'object': 'Family'}",18
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",0
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",2149
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",2137
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",2081
"{'situation': 'SeverelyInjuredPeople', 'object': 'Crossroad'}",1835
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1783
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1605
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1597
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1589
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1372
"{'situation': 'NoMedicinePeople', 'object': 'YoungPerson'}",2177
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",733
"{'situation': 'SeverelyInjuredPeople', 'object': 'Crossroad'}",570
"{'situation': 'PanickedPeople', 'object': 'Family'}",467
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'NoWaterPeople', 'object': 'Family'}",191
"{'situation': 'NoWaterPeople', 'object': 'Family'}",111
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",462
"{'situation': 'BlockedBuilding', 'object': 'Family'}",437
"{'situation': 'BlockedBuilding', 'object': 'Family'}",231
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",406
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",392
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",378
"{'situation': 'NoWaterPeople', 'object': 'Family'}",1023
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",447
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",395
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",343
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",613
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",569
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",563
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1227
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",1011
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",701
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",555
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",889
"{'situation': 'TrafficJam', 'object': 'School'}",786
"{'situation': 'TrafficJam', 'object': 'School'}",710
"{'situation': 'TrafficJam', 'object': 'School'}",700
"{'situation': 'TrafficJam', 'object': 'School'}",690
"{'situation': 'TrafficJam', 'object': 'School'}",680
"{'situation': 'TrafficJam', 'object': 'School'}",674
"{'situation': 'TrafficJam', 'object': 'School'}",636
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",611
"{'situation': 'TrafficJam', 'object': 'School'}",586
"{'situation': 'TrafficJam', 'object': 'School'}",562
"{'situation': 'TrafficJam', 'object': 'School'}",542
"{'situation': 'TrafficJam', 'object': 'School'}",532
"{'situation': 'TrafficJam', 'object': 'School'}",522
"{'situation': 'TrafficJam', 'object': 'School'}",512
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",487
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",537
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",509
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",481
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",339
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",295
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",248
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",177
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",169
"{'situation': 'BlockedBuilding', 'object': 'Family'}",140
"{'situation': 'BlockedBuilding', 'object': 'Family'}",173
"{'situation': 'BlockedBuilding', 'object': 'Family'}",158
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",0
"{'situation': 'TrafficJam', 'object': 'OldPerson'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'NoWaterPeople', 'object': 'Family'}",94
"{'situation': 'NoWaterPeople', 'object': 'Family'}",60
"{'situation': 'NoWaterPeople', 'object': 'Family'}",42
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'NoWaterPeople', 'object': 'Family'}",0
"{'situation': 'NoMedicinePeople', 'object': 'YoungPerson'}",2310
"{'situation': 'NoMedicinePeople', 'object': 'YoungPerson'}",2236
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",2134
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",2116
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",2086
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1962
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1894
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1772
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1742
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1724
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1712
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1714
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1682
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1696
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1572
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1560
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1514
"{'situation': 'NoMedicinePeople', 'object': 'YoungPerson'}",1364
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1274
"{'situation': 'NoMedicinePeople', 'object': 'YoungPerson'}",1448
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1410
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1392
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1374
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1356
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1288
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1270
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1256
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1252
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1238
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1240
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1226
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1158
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1128
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1210
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1192
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1064
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1034
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",988
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1010
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",992
"{'situation': 'SeverelyInjuredPeople', 'object': 'Crossroad'}",1968
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1916
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",2282
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",2270
"{'situation': 'NoMedicinePeople', 'object': 'GasStation'}",2214
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1738
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1730
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1722
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1505
"{'situation': 'BlockedBuilding', 'object': 'Family'}",2129
"{'situation': 'BlockedBuilding', 'object': 'Family'}",2121
"{'situation': 'BlockedBuilding', 'object': 'Family'}",2099
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",2093
"{'situation': 'PanickedPeople', 'object': 'Students'}",1978
"{'situation': 'PanickedPeople', 'object': 'Students'}",1972
"{'situation': 'PanickedPeople', 'object': 'Students'}",1962
"{'situation': 'PanickedPeople', 'object': 'Students'}",1956
"{'situation': 'PanickedPeople', 'object': 'Students'}",1946
"{'situation': 'PanickedPeople', 'object': 'Students'}",1928
"{'situation': 'PanickedPeople', 'object': 'Students'}",1910
"{'situation': 'PanickedPeople', 'object': 'Students'}",1862
"{'situation': 'PanickedPeople', 'object': 'Students'}",1856
"{'situation': 'PanickedPeople', 'object': 'Students'}",1791
"{'situation': 'PanickedPeople', 'object': 'Students'}",1781
"{'situation': 'SeverelyInjuredPeople', 'object': 'MiddleAgePerson'}",2310
"{'situation': 'SeverelyInjuredPeople', 'object': 'MiddleAgePerson'}",2310
"{'situation': 'PanickedPeople', 'object': 'Family'}",2256
"{'situation': 'PanickedPeople', 'object': 'Students'}",2247
"{'situation': 'PanickedPeople', 'object': 'Family'}",2137
"{'situation': 'SeverelyInjuredPeople', 'object': 'Crossroad'}",1388
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1336
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1181
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1173
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1165
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1069
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1061
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",965
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",0
"{'situation': 'BlockedBuilding', 'object': 'Family'}",0
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",0
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",0
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",0
"{'situation': 'NoMedicinePeople', 'object': 'YoungPerson'}",2433
"{'situation': 'NoMedicinePeople', 'object': 'YoungPerson'}",2359
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",2257
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",2239
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",2209
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",2085
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",2017
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1895
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1865
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1847
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1835
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1837
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1805
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1819
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1695
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1683
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1637
"{'situation': 'NoMedicinePeople', 'object': 'YoungPerson'}",1487
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1397
"{'situation': 'NoMedicinePeople', 'object': 'YoungPerson'}",1571
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1533
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1515
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1497
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1479
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1411
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1393
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1379
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1375
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1361
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1363
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1349
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1281
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1251
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1333
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1315
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1187
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1157
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1111
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1133
"{'situation': 'MildlyInjuredPeople', 'object': 'Students'}",1115
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1628
"{'situation': 'BlockedBuilding', 'object': 'Family'}",2252
"{'situation': 'BlockedBuilding', 'object': 'Family'}",2244
"{'situation': 'BlockedBuilding', 'object': 'Family'}",2222
"{'situation': 'OnFireBuilding', 'object': 'GasStation'}",2216
"{'situation': 'PanickedPeople', 'object': 'Students'}",2101
"{'situation': 'PanickedPeople', 'object': 'Students'}",2095
"{'situation': 'PanickedPeople', 'object': 'Students'}",2085
"{'situation': 'PanickedPeople', 'object': 'Students'}",2079
"{'situation': 'PanickedPeople', 'object': 'Students'}",2069
"{'situation': 'PanickedPeople', 'object': 'Students'}",2051
"{'situation': 'PanickedPeople', 'object': 'Students'}",2033
"{'situation': 'PanickedPeople', 'object': 'Students'}",1985
"{'situation': 'PanickedPeople', 'object': 'Students'}",1979
"{'situation': 'PanickedPeople', 'object': 'Students'}",1914
"{'situation': 'PanickedPeople', 'object': 'Students'}",1904
"{'situation': 'SeverelyInjuredPeople', 'object': 'MiddleAgePerson'}",2433
"{'situation': 'SeverelyInjuredPeople', 'object': 'MiddleAgePerson'}",2433
"{'situation': 'PanickedPeople', 'object': 'Family'}",2379
"{'situation': 'PanickedPeople', 'object': 'Students'}",2370
"{'situation': 'PanickedPeople', 'object': 'Family'}",2260
"{'situation': 'SeverelyInjuredPeople', 'object': 'Crossroad'}",1511
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1459
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1304
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1296
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1288
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1192
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1184
"{'situation': 'OnFireBuilding', 'object': 'GreenGrocery'}",1088
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",0
"{'situation': 'TrafficJam', 'object': 'School'}",770
"{'situation': 'TrafficJam', 'object': 'School'}",760
"{'situation': 'TrafficJam', 'object': 'School'}",750
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",725
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",775
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",747
"{'situation': 'FloodedBuilding', 'object': 'Crossroad'}",719
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",601
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",567
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",481
"{'situation': 'BlockedBuilding', 'object': 'GreenGrocery'}",509
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",398
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",362
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",226
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",220
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",160
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",74
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",68
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",422
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",386
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",250
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",244
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",184
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",98
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",92
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",736
"{'situation': 'NoWaterPeople', 'object': 'Family'}",1285
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",925
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",1016
"{'situation': 'CollapsedBuilding', 'object': 'Hospital'}",770
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",1009
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",993
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",977
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",985
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",961
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",963
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",945
"{'situation': 'NoWaterPeople', 'object': 'Family'}",829
"{'situation': 'NoWaterPeople', 'object': 'Family'}",751
"{'situation': 'NoWaterPeople', 'object': 'Family'}",635
"{'situation': 'NoWaterPeople', 'object': 'Family'}",589
"{'situation': 'NoWaterPeople', 'object': 'Family'}",577
"{'situation': 'NoWaterPeople', 'object': 'Family'}",497
"{'situation': 'NoWaterPeople', 'object': 'Family'}",485
"{'situation': 'BlockedByDebris', 'object': 'GasStation'}",487
"{'situation': 'NoWaterPeople', 'object': 'Family'}",467
"{'situation': 'NoWaterPeople', 'object': 'Family'}",387
"{'situation': 'NoWaterPeople', 'object': 'Family'}",287
"{'situation': 'NoWaterPeople', 'object': 'Family'}",253
"{'situation': 'NoWaterPeople', 'object': 'Family'}",235
"{'situation': 'NoWaterPeople', 'object': 'Family'}",183
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",74
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",68
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",62
"{'situation': 'NoWaterPeople', 'object': 'GasStation'}",6
