dir_obs_lats
0
0
6
6
9
9
11
11
12
9
12
0
12
11
9
15
17
18
12
19
19
21
21
21
22
24
24
24
24
27
27
27
30
30
30
24
26
32
30
33
33
33
33
33
33
34
34
34
19
22
35
30
36
38
39
39
40
41
39
42
33
48
45
48
