dir_obs_lats
0
0
0
0
0
0
0
0
0
0
3
0
3
3
0
6
3
6
6
7
3
8
9
9
9
9
9
9
9
9
9
10
11
11
11
11
12
12
12
0
12
12
12
13
0
14
14
15
9
15
15
15
15
8
18
18
12
18
18
19
13
20
20
20
