Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
6,17102,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 6}]","{'situation': 'CollapsedBuilding', 'object': 'Family'}",0,1,1
12,3669,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 12}]",,0,1,1
18,6187,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 18}]",,0,1,1
24,6259,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 24}]",,0,1,1
30,6530,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 24}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,1,1,0.349
36,9873,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 30}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.437
42,13391,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 36}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.504
48,16420,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 42}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.558
54,3449,3,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 48}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.601
60,5034,3,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 54}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.637
66,5232,3,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 60}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.667
72,11227,3,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 66}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.692
78,13116,3,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 72}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.714
84,16045,3,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 78}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.733
90,17290,6,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 84}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.75
96,16055,6,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 90}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.764
102,17748,6,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 96}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.777
108,1521,9,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 102}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}]",,0,1,0.789
114,16814,9,2,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 102}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 6}]",,1,1,0.707
120,16936,12,2,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 108}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 6}]",,0,1,0.721
126,18587,12,2,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 114}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 6}]",,0,1,0.733
