dir_obs_lats
0
0
0
0
0
3
3
0
5
6
3
0
6
0
3
9
9
9
9
9
9
11
11
11
11
12
9
12
12
12
0
12
13
0
15
9
15
16
17
10
18
18
18
18
12
13
19
20
21
21
21
22
23
23
24
16
18
24
18
25
24
27
28
28
