dir_obs_lats
0
0
0
0
0
0
0
0
0
0
3
6
7
7
0
11
12
12
0
0
14
15
15
15
15
15
15
15
0
0
0
18
15
20
22
22
13
26
0
26
27
23
28
28
28
28
29
16
30
30
25
31
31
30
33
34
34
34
0
35
37
39
39
