Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
15,90,17,0,"[{'situation': 'PanickedPeople', 'object': 'CityHall', 'coders': 15}]","{'situation': 'PanickedPeople', 'object': 'CityHall'}",0,1,1
21,127,18,0,"[{'situation': 'PanickedPeople', 'object': 'CityHall', 'coders': 21}]",,0,1,1
27,625,18,0,"[{'situation': 'PanickedPeople', 'object': 'CityHall', 'coders': 27}]",,0,1,1
42,84,48,0,"[{'situation': 'PanickedPeople', 'object': 'CityHall', 'coders': 42}]",,0,1,1
