dir_obs_lats
0
0
0
0
0
0
0
0
0
0
0
0
0
3
3
4
4
6
3
6
9
9
9
9
9
9
10
10
11
12
12
12
12
12
12
15
15
15
16
16
17
17
18
18
18
20
21
21
21
15
21
21
21
21
21
21
21
22
22
22
23
23
24
24
24
24
24
24
16
