Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
2,470,0,0,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 2}]","{'situation': 'CollapsedBuilding', 'object': 'Family'}",0,-2,1
4,1708,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 2}]",,1,-2,-0.167
6,3101,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}]",,1,0,0.022
8,9988,0,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}]",,0,0,-0.071
10,5636,6,1,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}]",,0,0,-0.013
12,7416,6,2,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 2}]",,1,0,0.028
14,257,3,2,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 8}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 2}]",,0,0,0.099
16,1530,3,2,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 8}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 4}]",,1,0,0.021
18,5063,3,2,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 10}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 4}]",,0,0,0.076
20,5228,3,3,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 10}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'Family', 'coders': 2}]",,2,0,0.085
22,7996,3,3,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'Family', 'coders': 2}]",,0,0,0.133
24,8306,3,4,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'Family', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'GroupOfPeople', 'coders': 2}]",,1,0,0.12
26,4252,12,4,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 6}, {'situation': 'OnFireBuilding', 'object': 'Family', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'GroupOfPeople', 'coders': 2}]",,1,0,0.099
28,2452,12,4,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 14}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 6}, {'situation': 'OnFireBuilding', 'object': 'Family', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'GroupOfPeople', 'coders': 2}]",,0,0,0.133
30,6756,12,4,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 16}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 6}, {'situation': 'OnFireBuilding', 'object': 'Family', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'GroupOfPeople', 'coders': 2}]",,0,0,0.167
32,583,15,4,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 16}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 8}, {'situation': 'OnFireBuilding', 'object': 'Family', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'GroupOfPeople', 'coders': 2}]",,1,0,0.149
34,2482,18,4,"[{'situation': 'CollapsedBuilding', 'object': 'Family', 'coders': 18}, {'situation': 'EmergencyBuilding', 'object': 'GroupOfPeople', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'Family', 'coders': 8}, {'situation': 'OnFireBuilding', 'object': 'Family', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'GroupOfPeople', 'coders': 2}]",,0,0,0.176
