Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
15,58,3,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 15}]","{'situation': 'OnFireBuilding', 'object': 'PoliceStation'}",0,1,1
17,5620,0,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 17}]",,0,1,1
19,6281,0,0,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 19}]",,0,1,1
21,6756,0,1,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 19}, {'situation': 'Situation', 'object': 'School', 'coders': 2}]",,2,1,0.647
23,4994,3,2,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 19}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 2}]",,1,1,0.533
25,5705,3,3,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 19}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 2}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}]",,2,1,0.446
27,1636,0,3,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 19}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}]",,1,1,0.353
29,4670,0,4,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 19}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}]",,1,0,0.309
31,4783,0,4,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 21}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}]",,0,1,0.343
33,6802,6,4,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 21}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 6}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}]",,1,0,0.294
35,886,6,4,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 21}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 8}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}]",,1,0,0.261
37,3362,6,5,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 21}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 8}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 2}]",,2,0,0.239
39,7225,6,5,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 21}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 8}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 2}]",,2,0,0.203
41,9276,6,5,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 21}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 10}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 2}]",,1,0,0.19
43,3491,12,6,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 21}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 10}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyPeople', 'object': 'PoliceStation', 'coders': 2}]",,3,0,0.178
45,7860,12,6,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 23}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 10}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyPeople', 'object': 'PoliceStation', 'coders': 2}]",,0,0,0.199
47,8285,16,6,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 23}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 12}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyPeople', 'object': 'PoliceStation', 'coders': 2}]",,1,0,0.191
49,1121,18,6,"[{'situation': 'OnFireBuilding', 'object': 'PoliceStation', 'coders': 25}, {'situation': 'Situation', 'object': 'School', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 12}, {'situation': 'Situation', 'object': 'PoliceStation', 'coders': 4}, {'situation': 'EmergencyBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'CollapsedBuilding', 'object': 'PoliceStation', 'coders': 2}, {'situation': 'EmergencyPeople', 'object': 'PoliceStation', 'coders': 2}]",,0,0,0.209
