sent_to_db_loop
0
0
0
0
0
0
0
3
3
3
3
4
6
6
6
6
6
7
8
9
9
9
9
9
9
9
11
11
11
11
12
12
12
12
12
12
12
13
13
13
14
15
15
15
15
15
16
17
18
18
18
18
18
19
20
20
21
22
24
24
24
24
24
24
