sent_to_db_loop
0
0
0
3
3
6
6
6
6
9
9
9
11
11
11
11
12
12
12
12
12
12
12
15
15
15
17
17
18
18
18
18
19
19
20
21
21
22
24
24
24
24
25
26
27
27
27
27
27
28
28
29
29
29
30
30
30
33
33
33
33
33
34
34
34
