Ncoders,who,when,what,observations,ground_truth,distance,CVR,Kalpha
2,606,3,0,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 2}]","{'situation': 'OnFireBuilding', 'object': 'School'}",1,-2,1
4,1865,3,0,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}]",,1,-2,1
10,72,9,1,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 6}]",,0,0,-0.013
12,8981,5,2,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}]",,3,0,0.028
14,1777,6,3,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}]",,2,0,0.021
16,4178,8,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 6}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 2}]",,1,0,0.012
18,8203,8,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 8}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 2}]",,0,0,0.063
20,4286,0,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 8}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 4}]",,1,0,0.036
22,7707,0,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 4}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 8}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 6}]",,1,0,0.035
24,3264,20,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 6}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 8}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 6}]",,1,0,0.03
26,9439,15,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 6}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 10}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 6}]",,0,0,0.053
28,1940,14,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 6}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 12}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 6}]",,0,0,0.081
30,1450,14,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 6}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 14}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 6}]",,0,0,0.109
32,7539,24,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 6}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 16}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 6}]",,0,0,0.138
34,9815,30,4,"[{'situation': 'OnFireBuilding', 'object': 'PublicBuilding', 'coders': 6}, {'situation': 'OnFireBuilding', 'object': 'School', 'coders': 16}, {'situation': 'EmergencyBuilding', 'object': 'Hospital', 'coders': 2}, {'situation': 'OnFireBuilding', 'object': 'Building', 'coders': 2}, {'situation': 'EmergencyBuilding', 'object': 'School', 'coders': 8}]",,1,0,0.123
