sent_to_db_loop
0
0
0
0
0
3
3
3
3
3
3
3
3
6
6
6
9
10
10
12
12
12
12
13
13
15
15
15
15
16
18
18
18
18
18
19
19
21
22
23
23
23
23
23
24
24
25
25
28
28
29
30
30
31
32
32
32
33
33
33
33
33
33
33
