dir_obs_lats
0
0
0
0
0
3
3
3
0
3
3
3
3
6
6
6
9
5
10
12
12
0
12
13
13
9
15
15
15
8
12
18
12
18
18
19
19
21
22
0
23
23
20
23
24
24
25
19
28
28
29
24
30
31
32
32
32
33
33
33
33
33
21
33
