id,dir_obs_id,observer,a1,a2,sender,where,when,sent_at_loop,sent_where
1,1,551,551,58,58,6119949795,10,10,6119949795
2,2,97,97,97,97,4365911071,18,18,4365911071
3,3,441,441,63,63,932302451,23,23,932302451
4,4,441,441,63,63,932302451,23,23,932302451
5,5,441,441,63,63,932302451,23,23,932302451
6,6,441,441,63,63,932302451,23,23,932302451
7,7,63,63,63,63,4365371031,58,58,4365371031
8,8,852,852,63,63,4365371031,58,58,4365371031
9,9,852,852,63,63,4365371031,58,58,4365371031
10,10,852,852,63,63,4365371031,58,58,4365371031
11,11,852,852,63,63,4365371031,58,58,4365371031
12,12,852,852,63,63,4365371031,58,58,4365371031
13,13,324,324,97,97,4364758216,50,59,932299647
14,14,833,833,324,97,4365992042,46,59,932299647
15,14,833,324,97,97,4364758216,50,59,932299647
16,15,107,107,833,97,4365911071,0,59,932299647
17,15,107,833,324,97,4365992042,46,59,932299647
18,15,107,324,97,97,4364758216,50,59,932299647
19,16,833,833,324,97,4365992042,46,59,932299647
20,16,833,324,97,97,4364758216,50,59,932299647
21,17,287,287,97,97,932299647,59,59,932299647
22,18,287,287,97,97,932299647,59,59,932299647
23,19,63,63,63,63,4365371031,64,64,4365371031
24,20,852,852,63,63,4365371031,64,64,4365371031
25,21,173,173,58,58,932299117,67,67,932299117
26,22,173,173,58,58,932299117,67,67,932299117
27,23,63,63,63,63,4365371031,70,70,4365371031
28,24,852,852,63,63,4365371031,70,70,4365371031
29,3,441,441,63,58,932302451,23,72,6119949795
30,3,441,63,114,58,932299548,28,72,6119949795
31,3,441,114,796,58,932299124,31,72,6119949795
32,3,441,441,796,58,932300396,37,72,6119949795
33,3,441,63,796,58,932300396,43,72,6119949795
34,3,441,796,58,58,6119949795,72,72,6119949795
35,25,58,58,58,58,4364519587,78,78,4364519587
36,26,173,173,58,58,4364519587,78,78,4364519587
37,27,107,107,97,97,4364757042,81,81,4364757042
38,28,442,442,159,97,2202332162,43,81,4364757042
39,28,442,159,324,97,4365977369,57,81,4364757042
40,28,442,324,107,97,4365992042,61,81,4364757042
41,28,442,107,97,97,4364757042,81,81,4364757042
42,29,120,120,442,97,4366888847,0,81,4364757042
43,29,120,182,442,97,4366888847,0,81,4364757042
44,29,120,120,182,97,4366888847,0,81,4364757042
45,29,120,442,159,97,2202332162,43,81,4364757042
46,29,120,159,324,97,4365977369,57,81,4364757042
47,29,120,324,107,97,4365992042,61,81,4364757042
48,29,120,107,97,97,4364757042,81,81,4364757042
49,30,182,182,120,97,4366888847,0,81,4364757042
50,30,182,120,442,97,4366888847,0,81,4364757042
51,30,182,182,442,97,4366888847,0,81,4364757042
52,30,182,442,159,97,2202332162,43,81,4364757042
53,30,182,159,324,97,4365977369,57,81,4364757042
54,30,182,324,107,97,4365992042,61,81,4364757042
55,30,182,107,97,97,4364757042,81,81,4364757042
56,31,442,442,159,97,2202332162,43,81,4364757042
57,31,442,159,324,97,4365977369,57,81,4364757042
58,31,442,324,107,97,4365992042,61,81,4364757042
59,31,442,107,97,97,4364757042,81,81,4364757042
60,32,120,120,442,97,4364757047,9,81,4364757042
61,32,120,182,442,97,4364757047,9,81,4364757042
62,32,120,120,182,97,4364757047,9,81,4364757042
63,32,120,442,159,97,2202332162,43,81,4364757042
64,32,120,159,324,97,4365977369,57,81,4364757042
65,32,120,324,107,97,4365992042,61,81,4364757042
66,32,120,107,97,97,4364757042,81,81,4364757042
67,33,182,182,120,97,4364757047,9,81,4364757042
68,33,182,120,442,97,4364757047,9,81,4364757042
69,33,182,182,442,97,4364757047,9,81,4364757042
70,33,182,442,159,97,2202332162,43,81,4364757042
71,33,182,159,324,97,4365977369,57,81,4364757042
72,33,182,324,107,97,4365992042,61,81,4364757042
73,33,182,107,97,97,4364757042,81,81,4364757042
74,34,442,442,159,97,2202332162,43,81,4364757042
75,34,442,159,324,97,4365977369,57,81,4364757042
76,34,442,324,107,97,4365992042,61,81,4364757042
77,34,442,107,97,97,4364757042,81,81,4364757042
78,35,120,120,182,97,4366888841,30,81,4364757042
79,35,120,182,442,97,4364757047,39,81,4364757042
80,35,120,442,159,97,2202332162,43,81,4364757042
81,35,120,159,324,97,4365977369,57,81,4364757042
82,35,120,324,107,97,4365992042,61,81,4364757042
83,35,120,107,97,97,4364757042,81,81,4364757042
84,36,182,182,442,97,4364757047,39,81,4364757042
85,36,182,442,159,97,2202332162,43,81,4364757042
86,36,182,159,324,97,4365977369,57,81,4364757042
87,36,182,324,107,97,4365992042,61,81,4364757042
88,36,182,107,97,97,4364757042,81,81,4364757042
89,37,3,3,3,3,6140707115,5,88,387949811
