0,2577
0,9081
0,9081
0,9081
1,2682
1,3513
1,3784
1,8998
2,0183
2,1497
2,7097
2,9202
3,0561
4,0648
4,2695
4,5796
5,7168
6,224
6,5477
7,982
8,4047
9,159
10,6879
11,3701
12,0432
14,1011
14,8407
15,8841
17,9374
19,0005
19,9794
22,8209
23,9841
25,4313
28,2436
29,8424
31,4056
35,0002
36,5537
38,5433
42,0953
44,2813
46,1481
50,2345
52,3232
55,1117
