0,34
1,5904
1,5904
1,5904
2,4395
2,6318
2,6811
4,1588
4,4764
4,8197
6,6231
7,2603
7,6603
11,2588
11,9635
13,0534
17,566
19,3976
20,6047
26,9403
28,586
31,5922
38,6473
41,5168
44,3866
54,4934
57,7817
62,5736
73,348
78,3186
82,9968
98,2406
103,983
111,4435
127,3955
135,5549
144,0277
165,545
174,2716
185,55
207,2724
220,1767
231,1185
257,6728
269,8413
287,1221
