dir_obs_lats
0
0
0
3
0
6
3
0
6
9
9
9
11
11
11
11
12
12
12
9
12
0
12
15
9
15
5
17
18
18
18
12
13
19
20
21
21
22
16
18
18
26
27
28
28
29
29
30
30
30
33
33
19
34
34
22
35
27
36
36
39
