dir_obs_lats
0
0
0
3
6
9
9
9
9
11
11
11
11
12
12
12
13
0
15
15
5
18
18
18
13
20
21
18
28
29
29
30
24
13
30
30
24
34
19
34
34
34
22
35
36
36
30
37
24
40
37
42
36
51
48
48
45
51
39
54
57
57
36
