id,dir_obs_id,observer,a1,a2,sender,where,when,sent_at_loop,sent_where
1,1,459,459,60,60,4364793650,6,6,4364793650
2,2,94,94,94,94,4364209089,7,7,4364209089
3,3,551,551,58,58,6119949795,10,10,6119949795
4,4,60,60,60,60,4364446714,12,12,4364446714
5,5,94,94,94,94,4364209089,13,13,4364209089
6,6,987,987,94,94,4364209089,14,14,4364209089
7,7,90,90,90,90,932300411,17,17,932300411
8,8,60,60,60,60,4364446714,18,18,4364446714
9,9,606,606,60,60,4364446714,18,18,4364446714
10,10,127,127,90,90,932300411,18,18,932300411
11,11,625,625,90,90,932300411,18,18,932300411
12,12,97,97,97,97,4365911071,18,18,4365911071
13,13,94,94,94,94,4364209089,21,21,4364209089
14,14,441,441,63,63,932302451,23,23,932302451
15,15,441,441,63,63,932302451,23,23,932302451
16,16,441,441,63,63,932302451,23,23,932302451
17,17,441,441,63,63,932302451,23,23,932302451
18,18,973,973,60,60,4364209136,24,24,4364209136
19,1,459,459,606,73,4364793656,8,27,4365361349
20,1,459,606,73,73,4365361349,27,27,4365361349
21,1,459,973,73,73,4365361349,27,27,4365361349
22,1,459,459,60,73,4364793650,6,27,4365361349
23,1,459,606,60,73,4364793648,15,27,4365361349
24,1,459,60,973,73,4364209136,24,27,4365361349
25,4,60,60,606,73,4364793648,15,27,4365361349
26,4,60,606,73,73,4365361349,27,27,4365361349
27,4,60,973,73,73,4365361349,27,27,4365361349
28,4,60,60,973,73,4364209136,24,27,4365361349
29,9,606,606,73,73,4365361349,27,27,4365361349
30,9,606,973,73,73,4365361349,27,27,4365361349
31,9,606,606,60,73,4364446714,18,27,4365361349
32,9,606,60,973,73,4364209136,24,27,4365361349
33,8,60,60,606,73,4364446714,18,27,4365361349
34,18,973,973,73,73,4365361349,27,27,4365361349
35,11,625,625,84,84,932301931,27,27,932301931
36,7,90,90,625,84,932300411,18,27,932301931
37,7,90,127,625,84,932300411,18,27,932301931
38,7,90,90,127,84,932300411,18,27,932301931
39,7,90,625,84,84,932301931,27,27,932301931
40,10,127,127,90,84,932300411,18,27,932301931
41,10,127,90,625,84,932300411,18,27,932301931
42,10,127,127,625,84,932300411,18,27,932301931
43,10,127,625,84,84,932301931,27,27,932301931
44,19,625,625,84,84,932301931,27,27,932301931
45,20,127,127,625,84,932300411,24,27,932301931
46,20,127,625,84,84,932301931,27,27,932301931
47,21,72,72,72,72,6140707202,0,29,6140707188
48,19,625,625,84,90,932301931,27,30,4364599018
49,19,625,84,90,90,4364599018,30,30,4364599018
50,19,625,625,90,90,4364599018,30,30,4364599018
51,20,127,127,625,90,932300411,24,30,4364599018
52,20,127,625,84,90,932301931,27,30,4364599018
53,20,127,84,90,90,4364599018,30,30,4364599018
54,20,127,625,90,90,4364599018,30,30,4364599018
55,22,14,14,14,14,4366956861,33,33,4366956861
56,23,964,964,14,14,4366956861,33,33,4366956861
57,24,964,964,14,14,4366956861,33,33,4366956861
58,25,281,281,42,42,4364431357,33,33,4364431357
59,25,281,586,42,42,4364431357,33,33,4364431357
60,25,281,281,586,42,4364796484,30,33,4364431357
61,1,459,459,335,42,3030507584,19,33,4364431357
62,1,459,335,281,42,932303796,25,33,4364431357
63,1,459,281,42,42,4364431357,33,33,4364431357
64,1,459,586,42,42,4364431357,33,33,4364431357
65,1,459,281,586,42,4364796484,30,33,4364431357
66,25,281,281,923,73,4364793649,9,35,4364209136
67,25,281,335,923,73,4364209136,28,35,4364209136
68,25,281,281,335,73,932303796,25,35,4364209136
69,25,281,923,73,73,4364209136,35,35,4364209136
70,25,281,281,42,38,4364431357,33,36,4365361355
71,25,281,586,42,38,4364431357,33,36,4365361355
72,25,281,281,586,38,4364796484,30,36,4365361355
73,25,281,42,38,38,4365361355,36,36,4365361355
74,25,281,281,38,38,4365361355,36,36,4365361355
75,1,459,459,335,38,3030507584,19,36,4365361355
76,1,459,335,281,38,932303796,25,36,4365361355
77,1,459,281,42,38,4364431357,33,36,4365361355
78,1,459,586,42,38,4364431357,33,36,4365361355
79,1,459,281,586,38,4364796484,30,36,4365361355
80,1,459,42,38,38,4365361355,36,36,4365361355
81,1,459,281,38,38,4365361355,36,36,4365361355
82,26,149,149,94,94,1818066398,25,40,6164664519
83,27,149,149,94,94,1818066398,25,40,6164664519
84,28,299,299,94,94,1818066398,33,40,6164664519
85,29,299,299,94,94,1818066398,33,40,6164664519
86,30,206,206,299,94,4364467894,16,40,6164664519
87,30,206,299,94,94,1818066398,33,40,6164664519
88,31,206,206,299,94,4364467894,16,40,6164664519
89,31,206,299,94,94,1818066398,33,40,6164664519
90,32,979,979,956,19,4367529463,31,42,8325961470
91,32,979,956,19,19,8325961470,42,42,8325961470
92,33,645,645,979,19,4364340025,9,42,8325961470
93,33,645,979,956,19,4367529463,31,42,8325961470
94,33,645,956,19,19,8325961470,42,42,8325961470
95,25,281,281,923,60,4364793649,9,42,4364796481
96,25,281,335,923,60,4364209136,28,42,4364796481
97,25,281,281,335,60,932303796,25,42,4364796481
98,25,281,923,73,60,4364209136,35,42,4364796481
99,25,281,73,60,60,4364796481,42,42,4364796481
100,34,84,84,84,84,932300411,48,48,932300411
101,35,625,625,84,84,932300411,48,48,932300411
102,1,459,459,606,24,4364793656,8,49,4364431357
103,1,459,606,73,24,4365361349,27,49,4364431357
104,1,459,973,73,24,4365361349,27,49,4364431357
105,1,459,459,60,24,4364793650,6,49,4364431357
106,1,459,606,60,24,4364793648,15,49,4364431357
107,1,459,60,973,24,4364209136,24,49,4364431357
108,1,459,60,73,24,4364209136,30,49,4364431357
109,1,459,402,73,24,4365361349,32,49,4364431357
110,1,459,606,402,24,4364796481,30,49,4364431357
111,1,459,586,73,24,4364796484,48,49,4364431357
112,1,459,459,335,24,3030507584,19,49,4364431357
113,1,459,335,281,24,932303796,25,49,4364431357
114,1,459,281,586,24,4364796484,30,49,4364431357
115,1,459,73,24,24,4364431357,49,49,4364431357
116,4,60,60,606,24,4364793648,15,49,4364431357
117,4,60,606,73,24,4365361349,27,49,4364431357
118,4,60,973,73,24,4365361349,27,49,4364431357
119,4,60,60,973,24,4364209136,24,49,4364431357
120,4,60,60,73,24,4364209136,30,49,4364431357
121,4,60,402,73,24,4365361349,32,49,4364431357
122,4,60,973,606,24,4365361349,27,49,4364431357
123,4,60,606,402,24,4364796481,30,49,4364431357
124,4,60,73,24,24,4364431357,49,49,4364431357
125,9,606,606,73,24,4365361349,27,49,4364431357
126,9,606,973,73,24,4365361349,27,49,4364431357
127,9,606,606,60,24,4364446714,18,49,4364431357
128,9,606,60,973,24,4364209136,24,49,4364431357
129,9,606,60,73,24,4364209136,30,49,4364431357
130,9,606,402,73,24,4365361349,32,49,4364431357
131,9,606,606,402,24,4364796481,30,49,4364431357
132,9,606,73,24,24,4364431357,49,49,4364431357
133,8,60,60,606,24,4364446714,18,49,4364431357
134,18,973,973,73,24,4365361349,27,49,4364431357
135,18,973,60,73,24,4364209136,30,49,4364431357
136,18,973,973,60,24,4364209136,24,49,4364431357
137,18,973,73,24,24,4364431357,49,49,4364431357
138,25,281,281,923,24,4364793649,9,49,4364431357
139,25,281,335,923,24,4364209136,28,49,4364431357
140,25,281,281,335,24,932303796,25,49,4364431357
141,25,281,923,73,24,4364209136,35,49,4364431357
142,25,281,586,73,24,4364796484,48,49,4364431357
143,25,281,281,586,24,4364796484,30,49,4364431357
144,25,281,73,24,24,4364431357,49,49,4364431357
145,36,282,282,843,19,4364340066,18,50,8379327149
146,36,282,843,267,19,4364483655,45,50,8379327149
147,36,282,267,19,19,8379327149,50,50,8379327149
148,37,282,282,843,19,4364340066,18,50,8379327149
149,37,282,843,267,19,4364483655,45,50,8379327149
150,37,282,267,19,19,8379327149,50,50,8379327149
151,38,843,843,267,19,4364483655,45,50,8379327149
152,38,843,267,19,19,8379327149,50,50,8379327149
153,39,324,324,97,97,4364758216,50,50,4364758216
154,40,833,833,324,97,4365992042,46,50,4364758216
155,40,833,324,97,97,4364758216,50,50,4364758216
156,41,107,107,833,97,4365911071,0,50,4364758216
157,41,107,833,324,97,4365992042,46,50,4364758216
158,41,107,324,97,97,4364758216,50,50,4364758216
159,42,833,833,324,97,4365992042,46,50,4364758216
160,42,833,324,97,97,4364758216,50,50,4364758216
161,43,14,14,14,14,4366956861,51,51,4366956861
162,44,578,578,72,72,6140707188,51,51,6140707188
163,45,578,578,72,72,6140707188,51,51,6140707188
164,46,578,578,72,72,6140707188,51,51,6140707188
165,47,578,578,72,72,6140707188,51,51,6140707188
166,48,578,578,72,72,6140707188,51,51,6140707188
167,49,741,741,438,72,4366015298,17,51,6140707188
168,49,741,438,578,72,4367455148,49,51,6140707188
169,49,741,578,72,72,6140707188,51,51,6140707188
170,50,741,741,438,72,4366015298,17,51,6140707188
171,50,741,438,578,72,4367455148,49,51,6140707188
172,50,741,578,72,72,6140707188,51,51,6140707188
173,51,741,741,438,72,4366015298,17,51,6140707188
174,51,741,438,578,72,4367455148,49,51,6140707188
175,51,741,578,72,72,6140707188,51,51,6140707188
176,52,438,438,578,72,4367455148,49,51,6140707188
177,52,438,578,72,72,6140707188,51,51,6140707188
178,53,438,438,578,72,4367455148,49,51,6140707188
179,53,438,578,72,72,6140707188,51,51,6140707188
180,54,438,438,578,72,4367455148,49,51,6140707188
181,54,438,578,72,72,6140707188,51,51,6140707188
182,55,438,438,578,72,4367455148,49,51,6140707188
183,55,438,578,72,72,6140707188,51,51,6140707188
184,56,47,47,47,47,4367455148,52,52,4367455148
185,21,72,72,47,47,4367455148,52,52,4367455148
186,44,578,578,72,47,6140707188,51,52,4367455148
187,44,578,72,47,47,4367455148,52,52,4367455148
188,49,741,741,438,47,4366015298,17,52,4367455148
189,49,741,438,578,47,4367455148,49,52,4367455148
190,49,741,578,72,47,6140707188,51,52,4367455148
191,49,741,72,47,47,4367455148,52,52,4367455148
192,52,438,438,578,47,4367455148,49,52,4367455148
193,52,438,578,72,47,6140707188,51,52,4367455148
194,52,438,72,47,47,4367455148,52,52,4367455148
195,57,72,72,47,47,4367455148,52,52,4367455148
196,57,72,72,72,72,4367455148,52,52,4367455148
197,56,47,47,72,72,4367455148,52,52,4367455148
198,4,60,60,606,42,4364793648,15,54,4365361337
199,4,60,606,73,42,4365361349,27,54,4365361337
200,4,60,973,73,42,4365361349,27,54,4365361337
201,4,60,60,973,42,4364209136,24,54,4365361337
202,4,60,60,73,42,4364209136,30,54,4365361337
203,4,60,402,73,42,4365361349,32,54,4365361337
204,4,60,973,606,42,4365361349,27,54,4365361337
205,4,60,606,402,42,4364796481,30,54,4365361337
206,4,60,73,42,42,4365361337,54,54,4365361337
207,9,606,606,73,42,4365361349,27,54,4365361337
208,9,606,973,73,42,4365361349,27,54,4365361337
209,9,606,606,60,42,4364446714,18,54,4365361337
210,9,606,60,973,42,4364209136,24,54,4365361337
211,9,606,60,73,42,4364209136,30,54,4365361337
212,9,606,402,73,42,4365361349,32,54,4365361337
213,9,606,606,402,42,4364796481,30,54,4365361337
214,9,606,73,42,42,4365361337,54,54,4365361337
215,8,60,60,606,42,4364446714,18,54,4365361337
216,18,973,973,73,42,4365361349,27,54,4365361337
217,18,973,60,73,42,4364209136,30,54,4365361337
218,18,973,973,60,42,4364209136,24,54,4365361337
219,18,973,73,42,42,4365361337,54,54,4365361337
220,58,14,14,14,14,4366956861,57,57,4366956861
221,59,982,982,14,14,4366956861,57,57,4366956861
222,60,982,982,14,14,4366956861,57,57,4366956861
223,61,982,982,14,14,4366956861,57,57,4366956861
224,10,127,127,61,61,4364723498,57,57,4364723498
225,7,90,90,127,61,932300411,18,57,4364723498
226,7,90,127,61,61,4364723498,57,57,4364723498
227,11,625,625,90,61,932300411,18,57,4364723498
228,11,625,90,127,61,932300411,18,57,4364723498
229,11,625,625,127,61,932300411,18,57,4364723498
230,11,625,127,61,61,4364723498,57,57,4364723498
231,19,625,625,127,61,932300411,24,57,4364723498
232,62,863,863,536,76,4357786070,0,57,932299167
233,62,863,506,536,76,932304442,10,57,932299167
234,62,863,863,506,76,4357786066,4,57,932299167
235,62,863,536,769,76,932304442,10,57,932299167
236,62,863,506,769,76,932304442,10,57,932299167
237,62,863,769,620,76,4366004493,31,57,932299167
238,62,863,620,906,76,4369868312,38,57,932299167
239,62,863,906,945,76,932300172,46,57,932299167
240,62,863,945,76,76,932299167,57,57,932299167
241,63,536,536,769,76,932304442,10,57,932299167
242,63,536,506,769,76,932304442,10,57,932299167
243,63,536,536,506,76,932304442,10,57,932299167
244,63,536,769,620,76,4366004493,31,57,932299167
245,63,536,620,906,76,4369868312,38,57,932299167
246,63,536,906,945,76,932300172,46,57,932299167
247,63,536,945,76,76,932299167,57,57,932299167
248,64,109,109,95,95,3787892648,51,57,3787941964
249,65,28,28,109,95,3787942006,0,57,3787941964
250,65,28,703,109,95,3787941981,35,57,3787941964
251,65,28,28,332,95,3787942046,0,57,3787941964
252,65,28,332,703,95,3787942006,31,57,3787941964
253,65,28,109,95,95,3787892648,51,57,3787941964
254,66,109,109,95,95,3787892648,51,57,3787941964
255,67,109,109,95,95,3787892648,51,57,3787941964
256,68,845,845,109,95,3787942006,29,57,3787941964
257,68,845,109,95,95,3787892648,51,57,3787941964
258,69,703,703,109,95,3787941981,35,57,3787941964
259,69,703,109,95,95,3787892648,51,57,3787941964
260,70,938,938,703,95,3787942006,0,57,3787941964
261,70,938,703,109,95,3787941981,35,57,3787941964
262,70,938,109,95,95,3787892648,51,57,3787941964
263,71,703,703,109,95,3787941981,35,57,3787941964
