dir_obs_lats
0
0
0
3
0
6
3
0
6
9
9
9
11
11
11
11
12
12
12
9
12
0
12
15
9
15
5
17
18
18
18
12
19
19
20
21
21
22
24
16
18
24
18
26
27
27
27
27
27
28
28
29
29
26
30
30
30
30
33
33
33
33
34
19
22
